credit_score_fluctuation,recent_transaction_volume,loan_risk
-1.4398599020616034,1.2830101225341477,1
-0.276571483436369,-1.2323820259621057,0
1.3120470255775696,0.9550965367279656,1
1.0207063678062216,0.0894850996218286,0
1.513728574962976,0.5805204846589387,1
-2.0101340071436464,1.099031684280813,1
0.9514965734104144,-1.0001253021941094,0
-0.7285924608271497,0.6884652001806979,1
0.8239151351202952,-1.3733112401479723,0
0.1736299826654934,1.5106605699234508,1
1.3818596578854765,1.4591201537188554,1
0.1209060260188279,-1.3996474673468429,0
-1.0632664926550208,-1.604559137673514,0
2.09051654411201,1.4412932067983886,1
1.6002452499811972,0.9111677588879818,1
-1.0562398590913311,-0.9994208737832736,0
0.2722938135568944,1.4295988932912482,1
1.361964984373868,2.102599618455786,1
-0.0238069122051201,0.2346803833699918,1
0.8632004593322725,-0.8692126482560001,0
0.828734362894197,-0.7241296444124388,0
0.0817781014087926,-0.5017751833974838,0
-0.88080901936085,2.063188370988471,1
0.1166313287628786,1.1018367447525226,1
-0.6347746198064135,-0.1944438083863469,0
-2.575346535545549,-1.6880171877947034,0
-1.2464514505253146,-1.1610949905795516,0
1.2789633284097093,-1.8347338937628397,0
0.7834613812278419,0.0985084138865605,1
-0.8561444800658848,-0.3421568790246505,1
-0.3466408058445567,-1.2439375364582772,0
1.1246498112514716,1.6515735785697512,1
-0.0199391835448492,0.8485175665149605,1
0.5342899394019585,1.3667455185891064,1
-0.2042456218866499,1.765934735616269,1
0.5900236982274167,0.0353158499683976,1
0.9285166447554332,-0.3677173971124943,0
2.630981531560623,2.061421705736146,1
-0.8076911650005805,-1.103734754938611,0
2.316426523318573,-0.2234146066909017,0
1.9695661009031895,-0.7000554167103252,0
1.9451419942406936,1.8550912267732484,1
0.8943911397851794,-0.5113345694090607,0
0.674790413500145,0.7028545958102705,1
0.7253994600192271,-0.7109857318858361,0
-1.3212364956214513,-0.8676404267739812,0
0.1254200637943292,2.892377629315165,1
-0.2884600124893945,-0.5343794941071587,0
1.2606245430575318,-0.4713356360155313,0
-1.5025988810399178,0.4260329689890288,1
-0.0175036895108661,1.3063274572830532,1
-1.463398096216038,-0.3842990373431308,0
0.2323318445103546,-0.7722237688210508,0
1.395789807961182,0.734425741832867,1
-1.5543765272380383,0.9199410247515688,1
1.1267286641515804,-1.0807490263108506,0
-1.5756996936981915,-0.9249552483219196,1
0.4402933869173804,0.3629080600535437,1
-0.3035311672870576,1.5259974195998194,1
-0.8234934340416276,-0.0700196323858999,1
0.0030125752006946,0.3460738938439512,1
-0.162923860021947,0.5456063155195595,1
0.1361156728528569,0.7578250975965352,1
1.5785457136858851,0.8019151485267431,1
-0.4181384447819909,-0.5043664207855447,0
1.437125181633645,-0.3339814155932905,0
2.2103659824698383,1.4996448610512414,1
1.5896503943310416,2.7699097381527924,1
1.111043902176769,-0.5966057963431579,0
0.5909307249396587,1.3163171102740363,1
-1.41287724147648,-0.900979604254264,0
-1.948323318367395,0.2538906012002804,1
2.1827758958818304,-0.2285963181106912,0
-1.0043588511855726,-1.1831643256399889,0
0.4546398098728375,0.7678843951383407,1
2.374815439029057,0.0577406717176218,0
-2.4222648069135966,1.82295382975609,1
-0.0339498104980759,0.0280518793867872,1
1.6920514970889653,0.1335972810309655,1
-1.3136393886927349,-1.2388615769026434,0
-1.0525045228628518,-0.7364341149495226,1
2.8580709651106737,-0.6256307788122157,0
0.2304904546123292,1.265023594351304,1
1.7029116456428324,2.7063384201031693,1
2.893448811548562,2.5543195507916856,1
1.485227159195586,-0.9443901455124863,0
-1.4485728106339582,-0.4872910389697886,1
-0.8470560615692077,1.0417862219599068,1
2.31271640133192,1.3010959457116398,1
-0.1273666664941737,-2.190774267112137,0
-1.389007184928153,-1.1852744319172714,1
-0.7243697066378658,0.9264721395060894,1
0.389000364546897,-1.7105001439773289,0
-0.3769555095749922,0.6763757589283319,1
-1.001751843817633,-1.1640880754125629,0
-1.57305702975306,-1.027572154780904,0
-0.7844937542446367,0.3419597073687734,1
-1.1192325551947029,0.3290243618809678,1
0.1517022575575849,-0.5925447254424376,0
-0.3275728335496644,-1.8364395992818423,0
