age,job_satisfaction,balance,duration_last_call,num_contacts_last_month,has_housing_loan,has_personal_loan,communication_type,days_since_last_contact,campaign_response_score,subscribed
-0.3779566965210571,1.043894979795447,1.0434944310816348,-0.1018383064966119,-1.617441528059047,0.4027128511567849,0.9136005248632056,-0.0671922013521944,0.1754714839035768,-1.049645639892303,0
-0.3252585058539886,1.276262821668961,-0.686123271890521,-2.463205163436377,-0.4894264465932321,-0.2407154144482449,-1.4694955880047993,1.006633291751165,-0.8336918225470965,0.9577441707196642,0
0.7390189066846088,-0.6009028383049496,-0.1772943592152002,1.335713740923974,-0.8173321280471452,-0.7900466895986914,1.4573645973290767,-0.2189807219992295,0.8786429575258676,-1.2577400052612433,0
0.4743117960245397,-1.103001923469486,1.1899361489501945,-0.8001862029834461,0.9123774919710764,-0.4064511242218979,-1.1309495201421231,1.985110835893552,1.3790292001489195,1.0417680234734166,1
0.9273652393990478,1.114796049014919,0.0802835062021288,1.2610644009745775,0.7611788128136198,0.9215627395818908,0.44083211769237,0.1846447013399994,-1.567739421957614,-0.1421070848646153,1
-0.7660431144794214,-0.4304815778169313,-0.065615700043562,0.4313544761669521,-1.353191970070305,0.9955157961209662,1.1351189345151576,0.1295421410244993,-0.3852176405231732,-1.1490017635669425,1
2.114725726785079,-0.6436185221479597,-0.7691140550898056,-1.3228214578107251,-0.8062565206237345,0.4566380690307026,-0.4576616436764649,1.5463854198090097,-1.004116344352486,0.1437462618215269,0
-0.5023447530161447,0.5114871953614277,-0.2288992523895415,1.5815635033478566,-0.7331516244016159,-0.9773830596108094,1.582479859094623,-0.546633704172672,1.2080512822574816,-1.3292365350071202,0
-0.3214937057522001,-0.1981966638253514,1.3572588806922627,1.452468672658635,0.3593755141700722,0.2546407183212034,0.8233350134330998,1.0022830994909602,-0.6515257462140539,-0.5164815080140096,1
-1.5609377125399209,0.2541778615443679,-0.5276388651218404,-1.9813385971238904,2.254170755836221,-0.494524670903234,-2.797312194920768,-1.237267900862224,-0.8656631102805704,2.576133078862908,1
1.1493321084330106,0.6768587589498415,-0.4775463362594684,0.4268510296501602,-1.3920456680212587,-0.6481106047171002,1.1555885959520542,-0.5784413958659432,1.2910992946048214,-1.173137442760754,0
-0.5314429020878277,0.6282315420685779,-0.1358988718051095,0.6988495208000574,1.0988778412434446,2.3089009642869254,-0.1687289163015352,0.1857413555443538,-0.2569778690140548,0.3829751341375247,1
-3.2887245593654253,-0.5324459386150509,1.8576132293925676,-1.5653029531120186,2.259452367381863,0.6862288048987478,-2.501907990032683,0.0026206069008421,-0.8164335366395555,2.361597607205205,1
0.4612985565782605,1.64946513261271,0.9791321135782104,1.03765060809163,-1.4976546662519454,0.5197545770425601,1.658439750639382,0.7818039490437999,-0.4389536965845337,-1.565416010808903,0
0.492266321665549,1.3253641829417355,0.9957029166671618,1.2706252552214334,0.3445736254710776,-1.3588246533756216,0.7018393436555707,0.3402187288040028,-0.2052816033742032,-0.4312310916203503,1
-0.401872370809896,0.2908895160714395,0.0619186797910284,1.4288757578829103,0.6069874305181494,0.576064664220806,0.6553478490832205,-2.001947480997654,-0.8237080649646605,-0.3352480070188555,1
0.3308950086360456,-0.0337163483991793,-0.2241014737715059,0.9118894748741452,1.20519153523651,1.1460058860019382,-0.0806662666139411,0.5944749411945426,-1.674460711913909,0.3437756724291659,1
-1.1564748179663895,-0.5153078488000746,0.6221955058985531,0.7603130096879267,1.930938890298501,0.9032564853766908,-0.6321989964856017,1.2315152690920286,-0.6728194593002029,0.9181866148661654,1
-1.536593876082065,-1.9041299657726525,0.0005334611037897,-0.3439972140983383,-1.707948004245222,0.5688030248881554,0.7949935981517368,1.3894467734720413,0.8192140514161448,-0.9843984179161324,0
0.5183283456216219,0.2101830887400859,0.3454658675221674,1.0328133149609666,0.3631532744879587,0.1490556752620872,0.5198060634020883,0.2688590949012482,-0.126725522939969,-0.2938699412109375,1
1.5028533555010828,-0.6821159557300943,0.3960657067442633,-0.8935452029486499,-0.8843333083500822,-1.6696892914682029,-0.1019017617130449,0.0300889952616889,1.9118933777345335,-0.1345792605200624,0
-1.9054838830090015,0.2178524739950158,-0.8413955500422092,1.3140264024409798,0.5589745083412814,-1.38780860746823,0.6021997965512905,-0.2092774923978328,-0.0685991494650787,-0.3077729980862513,1
0.9563555723967678,0.7916174422340426,-1.995797806090292,0.7605256298025032,2.3496615660211004,-0.5728825921478529,-0.8874826673437183,-0.0932490432248822,2.3519293584357963,1.2036302145514597,1
0.5268058714963243,-1.802919521396024,-0.325345168532359,1.1113793435787125,0.9932406833397852,-0.8456145358157149,0.1918233889423763,1.7498137047069986,-0.476803212186692,0.0946348981399306,1
0.1367751248101724,2.478145697061476,-0.0248653841584771,-0.514546655990138,-0.9801322618851696,1.0209964056291936,0.2285804646507743,0.0828290523962838,-1.834938759741204,-0.3986289216865944,0
-0.6487446870205656,-0.559404538438481,-0.0688070848529992,-0.6042374353196289,-1.9685178308168827,0.8060748777268553,0.7671530080123935,0.9708873900903806,0.6865357340991549,-1.0256483411734998,0
-0.7653655919188304,-1.0755103634556125,0.7416026069097574,0.3542079184419406,-0.0734627023902241,-3.25003078656179,0.299061825986637,1.359587091504428,-2.0504401527238434,-0.2358187585578292,1
-0.6621510692918339,1.2728850630740067,-0.670935953706434,1.651928599372552,0.0248021002006575,-1.0342723993452416,1.170607465847944,-0.0093368534176523,-0.7664359485625739,-0.8492311338880156,1
