,Customer Satisfaction,Incentive
0,-1.2824474464694786,1.010512982943434
1,0.4252978031052139,2.281042846013932
2,1.9530695462210694,4.415053038102229
3,2.625838018592235,10.563600137660655
4,-1.426332674826863,0.6273646151623553
5,-1.311431980379474,-1.0680813636809674
6,2.823459768432226,9.011908227853546
7,2.346605171456381,8.508772764206132
8,1.2109537892745488,3.713281786793147
9,-2.631664301056035,1.090138507301395
10,2.794937189600656,8.632560397892178
11,1.4497161296402652,5.135536045782558
12,0.4905206193248115,2.513719266288926
13,2.4098599368433833,8.962119816090832
14,0.0723539654844072,1.8601761401539088
15,-1.6028371304564595,-0.19286142073176005
16,-0.761147925104317,1.52893355379489
17,2.882010753043967,10.724059280796707
18,0.8536928951047296,2.236166832808826
19,1.8876982149335664,7.088427844907936
20,-0.8657135196949421,1.4605248422777097
21,-1.3219164316466756,0.6792290226970802
22,1.6078253394112512,6.0728705419045195
23,-2.705343229718822,-0.29419214983280995
24,-1.5806130979901896,1.411040744804238
25,-2.1216482560879486,1.886680933727793
26,0.8933788794962192,4.114510863740391
27,-2.7428572045524873,2.52545170082655
28,1.1910199210903798,4.251864257857708
29,1.3863499992977104,5.19454455110414
30,2.7799938284058623,9.883600314838038
31,-2.6259061322769783,1.3672284213635566
32,-0.4255643015185804,0.4464896217979992
33,-0.387291483245229,1.560865182048833
34,-0.7514805363519743,1.4749459314229816
35,1.2650856878561738,5.058420049737878
36,0.14297819263102518,2.762111657039167
37,-0.33512763020378333,0.9540217613395405
38,0.8932372879174464,3.986396312794387
39,-2.9928629469040113,2.775801574130691
40,1.3217577791085429,4.422616888982399
41,-2.277587538117359,-0.2815050489856801
42,-2.0420947556043396,1.7056248505573932
43,-2.671788290120525,2.1755604784602847
44,2.3343081536269707,7.051040192536059
45,-1.933657059923212,0.30352033945667356
46,-0.02948814669849842,1.267276413545743
47,0.8264128489223777,3.9987130972041007
48,0.12344140606785992,2.1849063535466837
49,-0.5723625868858893,1.654633153368841
50,-2.8514614921980366,3.862210938105536
51,1.910582947833296,9.121320713890206
52,-2.1936807916221426,1.187604287445212
53,2.9867364696091254,11.000056305545344
54,0.8917538748218874,3.666251012458302
55,-1.1453689437270038,0.702394720511875
56,0.11483097470235659,2.9145527708923686
57,-1.2821198238897584,2.1074572462523236
58,-1.4464299974232826,0.28585903275145286
59,-2.3153146754340526,1.5046095860247446
60,1.411586306610726,5.931415507598772
61,0.6641791646771473,4.5251147137861985
62,1.6615680202026315,4.632677033912396
63,-2.9142191638082426,2.4832365847170683
64,-2.843812135768763,2.901673853608962
65,2.2192963081597075,6.56176205568137
66,-2.5020487031658973,2.0873393582108406
67,-0.8364767869482783,-0.9783849986242847
68,-1.7949493575208386,-0.06743011310538294
69,-1.0708744520629447,-0.5474824742702644
70,0.7666230869779795,3.6656654521095695
71,2.69635455030261,9.118722089859425
72,-2.2438892442786385,0.20145012321380906
73,-0.7638239293657803,1.7972661986423069
74,1.6687390483860307,7.276853250715968
75,0.5371126542954148,3.6687480363209466
76,0.16696057496068706,2.7880218671429917
77,-0.633359219388705,0.672297897794825
78,1.5413459284165878,3.505391095227775
79,1.5847237200600368,6.677497679378174
80,-0.7359496784261381,1.830712089787554
81,1.8069572562928515,5.529964241023482
82,-1.891753641462085,2.50688251555919
83,2.735092363206407,9.729404087449954
84,0.7859417717664612,2.530616927684457
85,-2.1594250881523562,3.0886128637365764
86,0.6165545170133031,2.735566951241401
87,-0.7432578888536621,1.8589288622091198
88,1.8633123556283655,5.181608246344229
89,-0.06697550166412025,2.0262254814705964
90,-2.198426942014555,0.8379256722669837
91,0.10350367804540728,2.9033385354251986
92,-0.48332116044945606,2.9954336442975396
93,0.810527087078186,3.127018318247994
94,0.033197638122893114,1.510191566099986
95,2.0550717651343717,8.68685136316596
96,0.8641491167103466,2.901486320819282
97,-1.5861008155434932,0.7862071686930501
98,1.558527781658201,5.447475100363024
99,0.5125040577981617,4.356168373491753
