src_packet_rate,dst_packet_rate,avg_payload_size,connection_duration,tcp_flag_count,avg_interarrival_time,failed_login_attempts,unusual_port_activity_score,session_entropy,avg_response_delay,attack_type
-1.2861318578338388,-0.6483341395420528,1.0441147732839215,-0.4697148266253396,0.7898588490945921,-0.0837274433925342,-1.647309361010884,-1.3164115956306293,1.0119100260866367,-0.8980628245376051,2
-0.2222240627829866,2.083231999575048,1.191114016524588,-1.35452670368819,-0.9569918299726672,1.696028413034139,-1.0704059939327757,0.9814027116920624,-1.628797589439035,1.3775941889295389,0
-0.4319626432976552,0.3757454256755617,-1.370333751209812,0.8192140514161448,0.3452433651026553,1.3894467734720413,-1.9041299657726525,1.292602099353816,0.9255450006448008,0.2327054184257909,0
-0.9126329516124498,0.9869884203718706,-0.6900418642250642,2.0146282648535587,-0.4422602124961906,0.590346704639739,-1.819352867650292,1.560938297545777,0.8237548069145216,0.5177621268818937,0
-0.3670558674346058,1.6678919329782644,0.879171656482031,2.214275852601847,1.8463379865344856,-0.8940465424248492,1.54383792495553,0.9311034314548976,-1.0152100502351713,1.061844512415399,1
-1.874443407528417,2.4354306972744824,1.0660566667200224,-1.4963950527571048,-1.2905230803288612,0.1833840624364567,-0.2538592852748073,0.7512467181840111,-0.6862687544494467,1.1202120848455486,0
-0.1904428868945407,2.0953695997913537,-1.347873091075756,-0.0317157728796844,0.2183227161037176,-0.8682693928879229,1.1538137817627128,0.6348421759584526,-1.9379760803642043,1.364961951715698,1
-0.3920310085882315,1.993144236070752,0.0264496364007041,1.2402665405132032,-0.6843839283562566,-0.8758437630787261,0.8409778480861696,1.2052142631599578,-1.1865061761554545,1.2899732490328528,0
-1.7176664989153343,-0.0658928407244555,-1.8469175661870256,0.692184811094825,0.8736178547316646,0.2472918750457144,2.5583377484915686,-0.4211930601184801,1.3775190880121446,-0.5644673740423038,2
0.8511195996872963,1.2585511405447316,-0.2227335480189507,1.2683468332256342,-0.2147506700128933,-0.1373400032228253,1.9877662531797728,1.3768666485966234,-1.3138790784387069,1.1776516028445565,1
-3.4250965983558115,2.7555974367195284,-1.176988707229984,0.3233710791594154,-1.00399285128042,1.19418969782181,0.5750107805906144,1.649495837077526,1.0606465860962035,0.9668144697341332,0
1.1363312129992882,-1.6174735555375963,0.4912302796348409,1.8997871191122888,0.9273652393990478,2.6041366150064635,-0.3014863579602856,1.3276743103036617,1.9504633751090004,-0.6190682386384164,1
-1.2450791815913704,2.0148811821808783,2.028767399846641,-0.7707300385989324,0.2264794801878851,1.5181113920515923,-0.2023446198356098,1.811823731087037,0.0519097850480037,1.114609035813075,0
1.848628043823508,0.1433768549541601,0.1641846945173185,1.1004805538846654,-0.172617750078497,-0.2439573397605247,0.6532242033218302,0.4141650408231863,-1.6023376424756015,0.6513637800766697,1
-0.0090095233283178,-0.4520517275732977,1.6037122755767883,0.86534346004483,0.4240655753013983,0.6403430164617345,-0.6121178532270245,0.5927089111421364,1.021502946566438,-0.2464783781523242,0
-1.251266784917925,2.506799563687247,2.335089168804694,0.1456558777617865,-0.3922359532112981,-0.1573398326786557,-0.6176129578526328,0.4209182290677634,-1.6132733796141163,1.314757116884475,0
-1.5459323917841123,2.337956253463082,1.0283098164359696,0.6193948901682134,0.2199666840513186,-0.6044592850786908,0.5523731900721345,1.2422331524412804,-0.5001885549684345,1.1914400528828248,0
-0.2558286708634594,-1.2161154539035552,-0.4021537325113765,0.7852623743191033,0.1957042785672158,1.20478904867197,-0.4425263104933148,-0.8833601836253524,1.077080000427789,-0.9396527374009288,1
0.6901786375530098,-0.7832443713141449,0.5553053093964294,-0.3997321774143202,-1.056673841668369,0.601490850636519,-0.1447342714691306,0.4021484262148429,0.6292416508702563,-0.2807250112266738,1
0.3733569554072076,1.925899020429358,0.7245346072699225,-0.2759787761355794,0.0211187181128072,0.6328654559924974,0.0326127842904828,0.5650614520199885,-2.311486240971484,1.40805419437992,0
2.7494735417939387,-0.4848712891045345,0.7991009862513975,-0.3475965188568076,-0.7327371763017027,1.4416227156496988,0.3024526945890998,2.8385720593830976,0.1778354755689934,0.7034318007797735,1
1.1699846411432946,-1.582435278916028,-0.1939711087374264,-0.8667250130685372,0.0368019808754946,0.1719461637081673,0.8493925908522371,-1.799647687751853,-0.5087823795628789,-0.85315002172979,2
0.0123728753705243,-0.1190959821705123,-0.1654837713348338,2.4200818304534475,1.3157872389986929,1.3083676377594815,0.333040894060665,-2.2781476253739417,-1.6005152370083455,-0.2681459057796246,2
1.575301603998723,-0.1884183793695304,-0.6822733388118881,1.0056930791946543,-0.8379145539366896,-0.3201813780038728,-1.0666648880414276,2.0767312077391558,0.3342666755614245,0.4996153233843441,1
1.1454557273636077,-0.272926499109475,-0.4718603079170148,0.4670622681172495,-0.0907762769921259,1.6848669965603384,-0.3726415564337166,1.1857592706051585,0.1645615848915689,0.2471336732109051,1
